first_name,second_name,goals_scored,assists,total_points,minutes,goals_conceded,creativity,influence,threat,bonus,bps,ict_index,clean_sheets,red_cards,yellow_cards,selected_by_percent,now_cost,element_type
Kaelan,Casey,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,40,DF
Craig,Dawson,1,1,75,2134,31,37.2,455.6,145.0,7,390,64.0,7,0,6,0.8,48,DF
Raúl,Jiménez,0,2,29,839,18,116.0,74.6,273.0,0,65,46.3,2,0,0,0.3,65,FW
Jonathan,Castro Otto,1,0,45,1257,21,118.2,233.2,83.0,0,219,43.7,5,1,3,0.3,43,DF
José,Malheiro de Sá,0,0,148,3240,55,0.0,845.6,0.0,18,683,84.7,11,0,2,5.1,50,GK
Rúben,da Silva Neves,6,2,118,3020,48,474.7,788.8,347.0,16,558,161.0,10,0,12,1.5,52,MF
Hwang,Hee-chan,3,2,60,1117,18,138.8,194.0,242.0,3,156,57.5,3,0,1,0.2,57,MF
Nélson,Cabral Semedo,0,1,75,2633,43,226.5,443.4,79.0,5,424,74.4,8,1,11,0.6,50,DF
Daniel,Castelo Podence,6,1,92,1760,31,512.8,376.0,580.0,10,249,146.8,6,0,5,0.7,51,MF
Max,Kilman,0,1,109,3307,56,66.9,739.8,106.0,12,622,91.6,11,0,3,3.1,43,DF
Luke,Cundle,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.2,44,MF
Pedro,Lomba Neto,0,2,37,962,15,309.5,96.8,203.0,0,124,60.9,5,0,1,1.6,49,MF
Rayan,Aït-Nouri,1,0,41,1067,18,130.5,195.0,156.0,0,194,48.3,4,0,4,0.7,41,DF
Fabio,Silva,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,55,FW
Toti António,Gomes,1,0,43,978,14,74.3,225.2,65.0,4,201,36.5,4,0,6,2.9,39,DF
Francisco Jorge,Tomás Oliveira,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,50,MF
Adama,Traoré Diarra,2,4,66,1477,30,370.0,253.6,258.0,0,228,87.9,2,0,2,0.2,53,MF
Matija,Šarkić,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,1.4,39,GK
Yerson,Mosquera Valdelamar,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.8,39,DF
João Filipe Iria,Santos Moutinho,0,2,56,1773,28,537.7,309.8,142.0,0,297,99.2,6,0,3,0.3,46,MF
Nathan,Collins,0,0,49,1811,37,37.9,419.0,29.0,6,326,48.9,4,1,2,0.5,42,DF
Jackson,Smith,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.7,39,GK
Hugo,Bueno López,0,1,41,1307,29,254.8,221.2,74.0,3,239,55.3,3,0,1,3.6,38,DF
Joseph,Hodge,0,0,5,172,5,16.2,14.4,26.0,0,17,5.7,0,0,1,0.0,43,MF
Connor,Ronan,0,0,1,1,0,0.4,0.6,0.0,0,3,0.1,0,0,0,0.1,44,MF
Chem,Campbell,0,0,5,68,2,3.0,5.6,16.0,0,9,2.4,0,0,0,0.3,44,MF
Gonçalo Manuel,Ganchinho Guedes,1,1,29,703,12,139.6,89.4,223.0,1,85,45.1,2,0,1,0.2,58,MF
Matheus Luiz,Nunes,1,1,80,2467,38,405.0,370.2,310.0,5,338,108.6,11,1,2,0.1,48,MF
Sasa,Kalajdzic,0,0,1,45,0,0.0,0.0,9.0,0,-1,0.7,0,0,0,0.0,53,FW
Diego,Da Silva Costa,1,0,33,1235,17,144.3,96.8,504.0,3,40,73.3,6,1,5,0.3,53,FW
Boubacar,Traoré,0,1,14,405,9,16.6,49.6,7.0,0,44,7.4,0,0,2,0.1,43,MF
Nathan,Fraser,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.1,45,FW
Harvey,Griffiths,0,0,0,0,0,0.0,0.0,0.0,0,0,0.0,0,0,0,0.0,44,MF
Dexter,Lembikisa,0,0,1,22,1,0.8,1.4,0.0,0,3,0.2,0,0,0,0.0,40,DF
Matheus,Santos Carneiro Da Cunha,2,0,39,961,12,95.1,143.0,217.0,6,122,45.1,5,0,1,0.1,53,FW
Mario,Lemina,0,1,35,1297,28,65.0,200.4,36.0,0,196,30.1,5,1,2,0.0,45,MF
Pablo,Sarabia,1,0,27,764,9,184.7,92.0,157.0,3,57,43.0,3,0,3,0.1,49,MF
Daniel,Bentley,0,0,6,180,3,0.0,70.2,0.0,0,45,7.0,0,0,0,0.0,40,GK
João Victor,Gomes da Silva,1,0,21,649,18,72.0,133.0,46.0,2,84,24.9,2,0,5,0.0,45,MF
